iter	Accuracy	Logloss
154	0.9803870293	0.1078357464
155	0.9803870293	0.1072523538
156	0.9809100418	0.1068894441
157	0.9811715481	0.1063854948
158	0.9809100418	0.1059338168
159	0.9814330544	0.1054989602
160	0.9819560669	0.104946705
161	0.9816945607	0.1044843862
162	0.9819560669	0.1040803854
163	0.9822175732	0.1037289185
164	0.9822175732	0.103685376
165	0.9822175732	0.1032651972
166	0.9824790795	0.102174693
167	0.9824790795	0.1018269702
168	0.9824790795	0.1015927264
169	0.9824790795	0.1010223806
170	0.9824790795	0.1006377283
171	0.9824790795	0.09998513187
172	0.9824790795	0.0995623646
173	0.9824790795	0.09909131535
174	0.9824790795	0.09876116798
175	0.9832635983	0.09805730396
176	0.9835251046	0.09754236354
177	0.9835251046	0.09696988856
178	0.9835251046	0.09642266155
179	0.9832635983	0.09609510114
180	0.9832635983	0.09576344889
181	0.9830020921	0.09536208902
182	0.9835251046	0.09495835768
183	0.9835251046	0.09455471527
184	0.9840481172	0.09423916405
185	0.9840481172	0.09397490621
186	0.9843096234	0.093600872
187	0.9843096234	0.09310377863
188	0.9840481172	0.09251315396
189	0.9845711297	0.09196473884
190	0.9850941423	0.09168790587
191	0.9853556485	0.09130031009
192	0.984832636	0.09089900091
193	0.9850941423	0.09058600558
194	0.984832636	0.09019055933
195	0.984832636	0.08957925123
196	0.9850941423	0.08913581456
197	0.9856171548	0.08869945765
198	0.9850941423	0.08809232842
199	0.9853556485	0.08755240431
200	0.9853556485	0.0871972951
201	0.9853556485	0.08700796416
202	0.9853556485	0.08670471284
203	0.9853556485	0.08663088777
204	0.9853556485	0.08623704937
205	0.9853556485	0.0859963615
206	0.9856171548	0.08577342464
207	0.9858786611	0.08545794046
208	0.9861401674	0.08517754999
209	0.9864016736	0.08486488235
210	0.987709205	0.0845836524
211	0.987709205	0.08418217382
212	0.987709205	0.08396351351
213	0.987709205	0.0835116853
214	0.9879707113	0.08308746516
215	0.9879707113	0.08276401421
216	0.987709205	0.08261490436
217	0.9879707113	0.08230205369
218	0.9879707113	0.0820062011
219	0.9884937238	0.0813955506
220	0.9884937238	0.08040981417
221	0.9884937238	0.07999224021
222	0.9884937238	0.07966781162
223	0.9882322176	0.07934333242
224	0.9882322176	0.078996893
225	0.9887552301	0.07862168818
226	0.9890167364	0.07824711946
227	0.9892782427	0.07765171112
228	0.989539749	0.07747406369
229	0.9890167364	0.07725211103
230	0.9890167364	0.07701738197
231	0.9890167364	0.07683017026
232	0.9890167364	0.0765305677
233	0.989539749	0.07619033794
234	0.989539749	0.07615480559
235	0.989539749	0.07587188611
236	0.9898012552	0.07562323989
237	0.9898012552	0.07523037348
238	0.9898012552	0.07510113145
239	0.9900627615	0.07481068748
240	0.9900627615	0.07445535585
241	0.9913702929	0.07399531687
242	0.9913702929	0.07389948141
243	0.9913702929	0.07365233209
244	0.9913702929	0.07334707766
245	0.9913702929	0.07306997355
246	0.9913702929	0.07280241223
247	0.9913702929	0.07263952424
248	0.9913702929	0.07235132336
249	0.9913702929	0.07201450938
250	0.9913702929	0.0717203319
251	0.9913702929	0.07139765807
252	0.9913702929	0.07108707772
253	0.9916317992	0.07070738282
254	0.9918933054	0.07042155588
255	0.9916317992	0.07024905274
256	0.9916317992	0.06993943542
257	0.9916317992	0.06975904851
258	0.9905857741	0.06961728117
259	0.9918933054	0.06937236654
260	0.9918933054	0.06904393923
261	0.9918933054	0.06878352282
262	0.992416318	0.06838659094
263	0.992416318	0.06815521318
264	0.992416318	0.06768907353
265	0.992416318	0.06744794047
266	0.992416318	0.06722388279
267	0.992416318	0.06696454449
268	0.9926778243	0.06640021411
269	0.9926778243	0.06619773821
270	0.9926778243	0.06601566508
271	0.9926778243	0.06576158907
272	0.9926778243	0.06562221173
273	0.9926778243	0.06524807531
274	0.9926778243	0.0648650848
275	0.9926778243	0.06462941081
276	0.9926778243	0.06443924729
277	0.9926778243	0.06394212712
278	0.9926778243	0.06369983504
279	0.9926778243	0.06345150668
280	0.9926778243	0.06325505989
281	0.9926778243	0.06256386874
282	0.9926778243	0.06238374226
283	0.9929393305	0.06216972579
284	0.9929393305	0.06209913738
285	0.9932008368	0.06194639207
286	0.9926778243	0.06141265506
287	0.9929393305	0.06092143362
288	0.9926778243	0.0606565697
289	0.9932008368	0.06034224058
290	0.9932008368	0.0601252156
291	0.9932008368	0.05933073119
292	0.9929393305	0.0587595458
293	0.9932008368	0.05858451699
294	0.9934623431	0.05843657091
295	0.9934623431	0.05815228732
296	0.9934623431	0.05789099281
297	0.9934623431	0.05747299861
298	0.9934623431	0.05716133349
299	0.9934623431	0.05696427027
300	0.9934623431	0.05673242372
301	0.9934623431	0.0565971289
302	0.9937238494	0.05643030469
303	0.9937238494	0.05625269786
304	0.9937238494	0.05613245579
305	0.9937238494	0.05578588339
306	0.9937238494	0.05567690776
307	0.9937238494	0.05555617362
308	0.9937238494	0.05538635484
309	0.9937238494	0.0550735013
310	0.9939853556	0.0548933466
311	0.9939853556	0.05460081348
312	0.9939853556	0.05432697413
313	0.9939853556	0.05414074716
314	0.9939853556	0.05396462526
315	0.9939853556	0.05375771036
316	0.9939853556	0.05363796378
317	0.9939853556	0.05352237172
318	0.9939853556	0.05340344644
319	0.9939853556	0.05325619716
320	0.9939853556	0.05316655389
321	0.9939853556	0.05294308594
322	0.9939853556	0.05286899106
323	0.9939853556	0.05267706718
324	0.9939853556	0.05241610041
325	0.9942468619	0.0521600486
326	0.9942468619	0.05195889154
327	0.9942468619	0.05169477934
328	0.9942468619	0.05151178242
329	0.9942468619	0.05125559402
330	0.9942468619	0.051161948
331	0.9942468619	0.05068488668
332	0.9942468619	0.05047686841
333	0.9942468619	0.05027063341
334	0.9942468619	0.05020000196
335	0.9942468619	0.05009823597
336	0.9942468619	0.04956852782
337	0.9942468619	0.04944510493
338	0.9945083682	0.04926345409
339	0.9945083682	0.04903387281
340	0.9945083682	0.0489042135
341	0.9945083682	0.04870841457
342	0.9947698745	0.04859944818
343	0.9947698745	0.04829085735
344	0.9947698745	0.04809832908
345	0.9947698745	0.04775061873
346	0.9947698745	0.04757838326
347	0.9947698745	0.04746888503
348	0.9947698745	0.04736356681
349	0.9947698745	0.04725135082
350	0.9947698745	0.04706308035
351	0.9947698745	0.04689535624
352	0.9947698745	0.04676813518
353	0.9950313808	0.04675377802
354	0.9950313808	0.04662130587
355	0.9947698745	0.04646476046
356	0.9950313808	0.0462706146
357	0.9950313808	0.04610889877
358	0.9950313808	0.04598763941
359	0.9950313808	0.04580595162
360	0.9950313808	0.04572607162
361	0.995292887	0.04563268271
362	0.9955543933	0.04546509432
363	0.9955543933	0.04524982984
364	0.9955543933	0.04513786218
365	0.995292887	0.04493487165
366	0.995292887	0.04480038549
367	0.995292887	0.04453195143
368	0.995292887	0.04439100717
369	0.995292887	0.044300783
370	0.995292887	0.04418818614
371	0.995292887	0.0441030147
372	0.9955543933	0.04396853646
373	0.9955543933	0.04367596668
374	0.9955543933	0.04347782803
375	0.9955543933	0.04337746618
376	0.9955543933	0.04301865809
377	0.9955543933	0.04285084189
378	0.9955543933	0.04275655855
379	0.9955543933	0.04255498351
380	0.9955543933	0.04245175365
381	0.9955543933	0.04218542428
382	0.9955543933	0.04204835055
383	0.9955543933	0.04196850553
384	0.9955543933	0.04183479947
385	0.9955543933	0.04169932811
386	0.9955543933	0.04169369513
387	0.9955543933	0.04168104292
388	0.9955543933	0.04154466736
389	0.9955543933	0.0414523052
390	0.9955543933	0.04132823658
391	0.9955543933	0.04125667438
392	0.9955543933	0.04111355658
393	0.9955543933	0.04084061401
394	0.9955543933	0.04067120706
395	0.9955543933	0.04053509123
396	0.9955543933	0.04043075283
397	0.9955543933	0.04028418744
398	0.9958158996	0.04017757238
399	0.9960774059	0.04004640793
400	0.9960774059	0.03997878681
401	0.9960774059	0.03987997103
402	0.9960774059	0.03975030511
403	0.9960774059	0.03964289787
404	0.9960774059	0.03948393619
405	0.9960774059	0.03939507483
406	0.9960774059	0.0393714825
407	0.9960774059	0.03924084378
408	0.9960774059	0.03911762499
409	0.9960774059	0.03896041592
410	0.9960774059	0.03883395862
411	0.9960774059	0.03873987925
412	0.9960774059	0.03867459459
413	0.9960774059	0.03859939757
414	0.9960774059	0.0384136857
415	0.9960774059	0.03826869924
416	0.9963389121	0.03818049036
417	0.9966004184	0.03815962359
418	0.9966004184	0.03804310375
419	0.9966004184	0.03801280505
420	0.9966004184	0.0377942755
421	0.9966004184	0.03768339679
422	0.9966004184	0.03751185636
423	0.9966004184	0.03741452487
424	0.9966004184	0.0373196672
425	0.9966004184	0.03717434841
426	0.9966004184	0.03705928581
427	0.9966004184	0.03691557103
428	0.9966004184	0.03684542346
429	0.9966004184	0.03675578514
430	0.9966004184	0.0365551306
431	0.9966004184	0.03649998607
432	0.9966004184	0.0364426669
433	0.9966004184	0.03622416419
434	0.9966004184	0.03611690958
435	0.9966004184	0.0360152057
436	0.9966004184	0.0359268444
437	0.9968619247	0.03578335921
438	0.9968619247	0.03566052386
439	0.9968619247	0.0356145579
440	0.997123431	0.03538750311
441	0.9968619247	0.03530944014
442	0.997123431	0.03517354648
443	0.997123431	0.03504093674
444	0.997123431	0.03492061695
445	0.997123431	0.03482965438
446	0.997123431	0.03468101882
447	0.997123431	0.03463163728
448	0.9973849372	0.03453918216
449	0.997123431	0.03436301296
450	0.997123431	0.03423263749
451	0.9973849372	0.03411891333
452	0.9973849372	0.03410913414
453	0.9976464435	0.03406199671
454	0.9976464435	0.03399000623
455	0.9976464435	0.03386662871
456	0.9976464435	0.03377655867
457	0.9976464435	0.03367378617
458	0.9976464435	0.03354991967
459	0.9976464435	0.0334771141
460	0.9976464435	0.03335940022
461	0.9976464435	0.03329164012
462	0.9976464435	0.03318749642
463	0.9976464435	0.03306757131
464	0.9976464435	0.03300881077
465	0.9976464435	0.03281107328
466	0.9976464435	0.0327284693
467	0.9976464435	0.0326245722
468	0.9976464435	0.03254829682
469	0.9976464435	0.03250828419
470	0.9976464435	0.03238335397
471	0.9976464435	0.03237106271
472	0.9976464435	0.0322414246
473	0.9976464435	0.03215355298
474	0.9979079498	0.0320251814
475	0.9979079498	0.03189582813
476	0.9979079498	0.03181681582
477	0.9979079498	0.03167464109
478	0.9979079498	0.03152400103
479	0.9979079498	0.03142660608
480	0.9979079498	0.03135704073
481	0.9979079498	0.03127406768
482	0.9979079498	0.03121439361
483	0.9979079498	0.03110064769
484	0.9979079498	0.03097620261
485	0.9979079498	0.03087561902
486	0.9979079498	0.03082191786
487	0.9979079498	0.03067082224
488	0.9979079498	0.03052018099
489	0.9979079498	0.03040721266
490	0.9979079498	0.03034743153
491	0.9979079498	0.03026282816
492	0.9979079498	0.03018103854
493	0.9979079498	0.03011467859
494	0.9979079498	0.03004076168
495	0.9979079498	0.03002502376
496	0.9979079498	0.02994745666
497	0.9979079498	0.02988443526
498	0.9979079498	0.02979219912
499	0.9979079498	0.0297759726
500	0.9979079498	0.02967832375
501	0.9979079498	0.02961046282
502	0.9979079498	0.02952018326
503	0.9979079498	0.02941185193
504	0.9979079498	0.02934245934
505	0.9979079498	0.02924891317
506	0.9979079498	0.02919415785
507	0.9979079498	0.02909259476
508	0.9981694561	0.02900818648
509	0.9981694561	0.02891570084
510	0.9981694561	0.02886351381
511	0.9981694561	0.0288131676
512	0.9981694561	0.02875627781
513	0.9981694561	0.02870530238
514	0.9981694561	0.02865884
515	0.9981694561	0.02853737783
516	0.9981694561	0.02847683015
517	0.9981694561	0.02841059953
518	0.9981694561	0.02832309157
519	0.9981694561	0.0281832916
520	0.9981694561	0.02805744577
521	0.9981694561	0.02805092474
522	0.9984309623	0.02786140876
523	0.9984309623	0.02781947738
524	0.9984309623	0.02778550685
525	0.9984309623	0.02772110601
526	0.9984309623	0.02760903868
527	0.9984309623	0.02744095451
528	0.9984309623	0.02736593981
529	0.9984309623	0.0272261366
530	0.9984309623	0.02713752582
531	0.9984309623	0.0270609496
532	0.9984309623	0.02697371528
533	0.9984309623	0.02688421882
534	0.9984309623	0.02683249861
535	0.9984309623	0.02680595133
536	0.9984309623	0.02675151138
537	0.9984309623	0.02668738436
538	0.9984309623	0.02661001436
539	0.9984309623	0.02655894245
540	0.9984309623	0.02650775527
541	0.9984309623	0.02640545584
542	0.9984309623	0.02634865203
543	0.9984309623	0.02630038762
544	0.9984309623	0.02621291122
545	0.9984309623	0.02615046193
546	0.9984309623	0.0260994165
547	0.9984309623	0.0260634616
548	0.9984309623	0.02599807293
549	0.9984309623	0.02586563271
550	0.9984309623	0.02583082978
551	0.9984309623	0.02577416685
552	0.9984309623	0.02572213603
553	0.9984309623	0.02566657621
554	0.9984309623	0.02557641032
555	0.9984309623	0.02552032989
556	0.9984309623	0.02548093835
557	0.9984309623	0.02545109674
558	0.9984309623	0.02539683893
559	0.9984309623	0.02534742171
560	0.9984309623	0.02530024408
561	0.9984309623	0.02523612703
562	0.9984309623	0.02518776395
563	0.9984309623	0.02513785507
564	0.9984309623	0.0250756817
565	0.9984309623	0.02502889562
566	0.9984309623	0.02498780195
567	0.9984309623	0.02494991351
568	0.9984309623	0.02490144741
569	0.9984309623	0.02482250707
570	0.9984309623	0.02477787876
571	0.9984309623	0.02472600636
572	0.9984309623	0.02465171425
573	0.9984309623	0.02460448854
574	0.9984309623	0.02455073472
575	0.9984309623	0.02445006726
576	0.9984309623	0.02437834546
577	0.9984309623	0.02433389022
578	0.9984309623	0.02429485968
579	0.9984309623	0.02420123467
580	0.9984309623	0.02407597324
581	0.9984309623	0.02390552812
582	0.9984309623	0.02379001643
583	0.9984309623	0.02371208597
584	0.9984309623	0.0236360353
585	0.9984309623	0.02356545321
586	0.9984309623	0.02352643655
587	0.9984309623	0.02347719529
588	0.9984309623	0.02343442705
589	0.9984309623	0.02339059657
590	0.9984309623	0.02333376351
591	0.9984309623	0.02329251244
592	0.9984309623	0.02324945195
593	0.9984309623	0.02314815626
594	0.9984309623	0.02309450884
595	0.9984309623	0.02305291677
596	0.9984309623	0.02299673366
597	0.9984309623	0.02291191198
598	0.9984309623	0.0228684548
599	0.9984309623	0.02278976014
600	0.9984309623	0.02271611861
601	0.9984309623	0.02267938828
602	0.9984309623	0.02264996807
603	0.9984309623	0.02261642517
604	0.9984309623	0.02259359995
605	0.9984309623	0.022543828
606	0.9984309623	0.02247506184
607	0.9984309623	0.02243037582
608	0.9984309623	0.0223775149
609	0.9984309623	0.02230605706
610	0.9984309623	0.0222549874
611	0.9984309623	0.02218998094
612	0.9984309623	0.0221413015
613	0.9984309623	0.02208286114
614	0.9984309623	0.0220301847
615	0.9986924686	0.02196215977
616	0.9984309623	0.02192778967
617	0.9986924686	0.02189112228
618	0.9986924686	0.02185927358
619	0.9986924686	0.02182440652
620	0.9986924686	0.02176515607
621	0.9986924686	0.021692524
622	0.9986924686	0.0216546113
623	0.9986924686	0.02157298441
624	0.9986924686	0.02153159415
625	0.9986924686	0.02150110186
626	0.9986924686	0.02144089949
627	0.9986924686	0.02130270272
628	0.9986924686	0.02127496132
629	0.9989539749	0.02121694604
630	0.9989539749	0.02115077643
631	0.9986924686	0.02107885107
632	0.9986924686	0.02101573938
633	0.9986924686	0.02087841235
634	0.9986924686	0.02083135008
635	0.9986924686	0.02078224973
636	0.9986924686	0.0207475179
637	0.9986924686	0.02066864953
638	0.9986924686	0.02062794638
639	0.9986924686	0.0205784105
640	0.9986924686	0.02054238564
641	0.9986924686	0.02048299631
642	0.9986924686	0.02044582173
643	0.9986924686	0.02042569822
644	0.9986924686	0.02037882858
645	0.9986924686	0.02032879615
646	0.9989539749	0.02026048015
647	0.9986924686	0.02021769071
648	0.9989539749	0.02015594935
649	0.9989539749	0.02012386
650	0.9989539749	0.02006770502
651	0.9992154812	0.020036042
652	0.9989539749	0.01999513266
653	0.9992154812	0.01990305972
654	0.9992154812	0.01985519089
655	0.9992154812	0.01982411945
656	0.9992154812	0.01975612027
657	0.9992154812	0.01972416759
658	0.9992154812	0.01968977169
659	0.9992154812	0.01965208923
660	0.9992154812	0.01961494882
661	0.9989539749	0.01956935779
662	0.9989539749	0.01952922338
663	0.9989539749	0.01948333808
664	0.9989539749	0.01944974596
665	0.9989539749	0.01942291821
666	0.9992154812	0.01928732311
667	0.9992154812	0.01923381094
668	0.9992154812	0.01920202567
669	0.9992154812	0.01917204873
670	0.9992154812	0.01913448389
671	0.9992154812	0.01900661597
672	0.9992154812	0.01891422415
673	0.9992154812	0.01887980322
674	0.9992154812	0.01879971655
675	0.9992154812	0.01874914505
676	0.9992154812	0.01871577244
677	0.9992154812	0.01868624547
678	0.9992154812	0.01865727295
679	0.9992154812	0.01862445053
680	0.9992154812	0.01857880625
681	0.9992154812	0.01854783361
682	0.9992154812	0.0185039888
683	0.9992154812	0.01847480969
684	0.9992154812	0.01844320877
685	0.9992154812	0.01837326724
686	0.9992154812	0.01831908507
687	0.9992154812	0.01828959227
688	0.9992154812	0.01825848031
689	0.9992154812	0.01823259461
690	0.9992154812	0.018209559
691	0.9992154812	0.01818810299
692	0.9992154812	0.01811941305
693	0.9992154812	0.01804940783
694	0.9992154812	0.01802399587
695	0.9992154812	0.01799198095
696	0.9992154812	0.01796276321
697	0.9992154812	0.01793656242
698	0.9992154812	0.0179129366
699	0.9992154812	0.01788151574
700	0.9992154812	0.01783274757
701	0.9992154812	0.01780259579
702	0.9992154812	0.01777599621
703	0.9992154812	0.01772540113
704	0.9992154812	0.01769447825
705	0.9992154812	0.01765461352
706	0.9992154812	0.01762989763
707	0.9992154812	0.01761578073
708	0.9992154812	0.01759859109
709	0.9992154812	0.01756670519
710	0.9992154812	0.01753734458
711	0.9992154812	0.01752065279
712	0.9992154812	0.01747298949
713	0.9992154812	0.01744489839
714	0.9992154812	0.01740003643
715	0.9992154812	0.0173763816
716	0.9992154812	0.01734259792
717	0.9992154812	0.0173058653
718	0.9992154812	0.01728839545
719	0.9992154812	0.01726941915
720	0.9992154812	0.01722159253
721	0.9992154812	0.01718231394
722	0.9992154812	0.01715466195
723	0.9992154812	0.01711163098
724	0.9992154812	0.01705020826
725	0.9992154812	0.0170208065
726	0.9992154812	0.01699000274
727	0.9992154812	0.01694412506
728	0.9994769874	0.0169203723
729	0.9994769874	0.01689939245
730	0.9994769874	0.01688094863
731	0.9994769874	0.01684544417
732	0.9994769874	0.01682565327
733	0.9994769874	0.01676512087
734	0.9992154812	0.01667191
735	0.9992154812	0.01665117435
736	0.9992154812	0.01661355139
737	0.9992154812	0.01659320128
738	0.9992154812	0.01655708591
739	0.9994769874	0.0165198454
740	0.9994769874	0.01648108484
741	0.9994769874	0.01643368977
742	0.9994769874	0.0164063534
743	0.9994769874	0.01637704236
744	0.9994769874	0.01634958325
745	0.9994769874	0.01631604169
746	0.9994769874	0.01627008112
747	0.9994769874	0.01625118786
748	0.9994769874	0.0162214615
749	0.9994769874	0.01620538839
750	0.9994769874	0.01618258092
751	0.9994769874	0.01613264236
752	0.9994769874	0.01610682952
753	0.9994769874	0.01607143337
754	0.9994769874	0.01602875316
755	0.9994769874	0.01600531898
756	0.9994769874	0.01597835047
757	0.9994769874	0.01595704959
758	0.9994769874	0.01591711857
759	0.9994769874	0.01588677877
760	0.9994769874	0.01586113955
761	0.9994769874	0.01583328626
762	0.9994769874	0.01581225811
763	0.9994769874	0.01579726347
764	0.9994769874	0.0157354583
765	0.9994769874	0.01569922293
766	0.9994769874	0.01567238935
767	0.9994769874	0.01565029045
768	0.9994769874	0.01560318376
769	0.9994769874	0.01557164106
770	0.9994769874	0.01553998987
771	0.9994769874	0.01551940569
772	0.9994769874	0.01548744858
773	0.9994769874	0.01546252463
774	0.9994769874	0.01544330248
775	0.9994769874	0.01542571084
776	0.9994769874	0.01538208393
777	0.9994769874	0.01536039868
778	0.9994769874	0.01532034769
779	0.9994769874	0.01529745113
780	0.9994769874	0.0152825281
781	0.9994769874	0.01526754846
782	0.9994769874	0.01524585881
783	0.9994769874	0.01522388399
784	0.9994769874	0.01518226594
785	0.9994769874	0.01515971794
786	0.9994769874	0.01512063723
787	0.9994769874	0.01509442637
788	0.9994769874	0.01507538614
789	0.9994769874	0.01505540242
790	0.9994769874	0.01501015402
791	0.9994769874	0.01499786767
792	0.9994769874	0.01498384532
793	0.9994769874	0.01496208692
794	0.9994769874	0.01492379798
795	0.9994769874	0.01490053225
796	0.9994769874	0.0148719876
797	0.9994769874	0.01485087527
798	0.9994769874	0.01483394026
799	0.9994769874	0.01480662249
800	0.9994769874	0.01478339368
801	0.9994769874	0.01476298443
802	0.9994769874	0.01474151776
803	0.9994769874	0.01472891959
804	0.9994769874	0.01471150388
805	0.9994769874	0.01468990511
806	0.9994769874	0.01465260962
807	0.9994769874	0.0146264752
808	0.9994769874	0.01460447957
809	0.9994769874	0.01455575855
810	0.9994769874	0.01453471514
811	0.9994769874	0.01452219314
812	0.9994769874	0.01451183359
813	0.9994769874	0.01447044027
814	0.9994769874	0.01445479604
815	0.9994769874	0.01443302008
816	0.9994769874	0.01441362247
817	0.9994769874	0.01439984862
818	0.9994769874	0.01435826539
819	0.9994769874	0.01433328242
820	0.9994769874	0.01430065718
821	0.9994769874	0.01428026649
822	0.9994769874	0.01424425352
823	0.9994769874	0.01421859458
824	0.9994769874	0.01420282793
825	0.9994769874	0.0141684177
826	0.9994769874	0.01413976219
827	0.9994769874	0.01412094911
828	0.9994769874	0.01409541156
829	0.9994769874	0.01407653704
830	0.9994769874	0.01405096264
831	0.9994769874	0.01403017555
832	0.9994769874	0.01398176954
833	0.9994769874	0.01396218376
834	0.9994769874	0.01394927213
835	0.9994769874	0.01393653172
836	0.9994769874	0.01391173823
837	0.9994769874	0.01389085934
838	0.9994769874	0.0138760983
839	0.9994769874	0.01385953743
840	0.9994769874	0.01384419879
841	0.9994769874	0.01382480112
842	0.9994769874	0.01381415768
843	0.9994769874	0.01379284429
844	0.9994769874	0.01376290598
845	0.9994769874	0.01372742566
846	0.9994769874	0.01370404368
847	0.9994769874	0.01366989858
848	0.9994769874	0.01364518556
849	0.9994769874	0.01362771036
850	0.9994769874	0.01358032326
851	0.9994769874	0.01356470847
852	0.9994769874	0.01355491529
853	0.9994769874	0.01353919844
854	0.9994769874	0.01351453324
855	0.9994769874	0.01350143606
856	0.9994769874	0.01348891687
857	0.9994769874	0.01347381525
858	0.9994769874	0.01344072409
859	0.9994769874	0.01341701195
860	0.9994769874	0.01339072387
861	0.9994769874	0.01337254635
862	0.9994769874	0.01335792919
863	0.9994769874	0.01334748059
864	0.9994769874	0.01333365928
865	0.9994769874	0.0133209257
866	0.9994769874	0.01331170072
867	0.9994769874	0.01329516741
868	0.9994769874	0.01327653772
869	0.9994769874	0.01323168615
870	0.9994769874	0.01318914823
871	0.9994769874	0.01316089957
872	0.9994769874	0.01314588845
873	0.9994769874	0.01312014867
874	0.9994769874	0.01308268384
875	0.9994769874	0.01304817857
876	0.9994769874	0.01303558908
